planned_budget,planned_duration,team_size,technical_complexity,stakeholder_count,methodology,project_type,risk_level
2000000,6,8,2,14,Prototyping,AI/ML,low
3000000,4,10,8,13,Prototyping,Enterprise Software,low
3000000,4,29,1,16,Agile,AI/ML,low
1000000,6,34,7,6,Spiral,Cloud Migration,high
3000000,4,42,5,5,V-Model,DevOps,high
3000000,6,17,4,14,V-Model,Mobile App,medium
5000000,4,28,10,11,Agile,IoT,high
3000000,6,37,1,20,Prototyping,AI/ML,medium
4000000,6,35,7,19,V-Model,AI/ML,high
3000000,4,44,2,2,Spiral,Blockchain,high
2000000,6,41,10,6,Prototyping,IoT,high
2000000,4,49,7,14,V-Model,DevOps,high
2000000,6,40,2,15,Spiral,DevOps,high
2000000,4,29,8,16,Waterfall,Cloud Migration,high
4000000,6,20,3,3,Waterfall,Cloud Migration,medium
4000000,4,47,5,12,Iterative,IoT,high
3000000,6,42,10,3,V-Model,Blockchain,high
1000000,6,43,1,3,Waterfall,DevOps,high
4000000,4,34,10,17,Agile,Data Analytics,high
2000000,4,7,4,8,Agile,Cloud Migration,low
1000000,4,33,6,1,Agile,Cybersecurity,medium
1000000,6,45,6,12,Waterfall,Cybersecurity,high
2000000,4,45,5,4,Agile,Cloud Migration,medium
4000000,4,25,1,11,V-Model,DevOps,low
4000000,6,42,3,1,Agile,AI/ML,medium
1000000,6,46,5,14,V-Model,AI/ML,high
2000000,4,39,6,1,Agile,Enterprise Software,medium
3000000,4,9,4,18,Spiral,DevOps,low
5000000,4,6,10,9,Waterfall,Enterprise Software,medium
1000000,6,20,5,9,Agile,Web Development,medium
4000000,4,30,10,1,Spiral,IoT,medium
5000000,4,5,9,12,Waterfall,Data Analytics,low
2000000,4,8,5,6,Agile,Cloud Migration,low
3000000,4,33,9,6,Waterfall,Enterprise Software,high
5000000,4,37,9,17,Spiral,Mobile App,high
4000000,4,35,6,8,Waterfall,Enterprise Software,high
3000000,6,47,6,9,Prototyping,Enterprise Software,medium
4000000,6,10,9,5,Iterative,Mobile App,low
2000000,4,14,6,2,V-Model,Enterprise Software,medium
4000000,4,12,3,14,Spiral,Blockchain,low
4000000,4,40,3,4,Waterfall,IoT,high
4000000,4,5,7,6,Agile,IoT,low
2000000,4,5,6,2,Waterfall,Enterprise Software,low
1000000,4,5,10,12,Waterfall,Mobile App,medium
1000000,6,7,5,14,Waterfall,IoT,medium
1000000,6,49,3,16,Waterfall,Data Analytics,high
4000000,6,15,4,19,Agile,Web Development,low
4000000,6,49,6,13,Spiral,Mobile App,high
3000000,4,23,1,6,Agile,IoT,low
5000000,6,43,8,20,Agile,Blockchain,high
3000000,6,36,9,11,Agile,Cybersecurity,medium
1000000,4,43,6,6,Waterfall,Web Development,high
3000000,4,5,6,11,Agile,Web Development,low
1000000,6,37,2,10,Waterfall,Blockchain,medium
4000000,6,37,8,10,V-Model,Mobile App,high
1000000,6,6,7,6,V-Model,Enterprise Software,medium
3000000,6,19,8,2,Spiral,Web Development,high
2000000,6,42,6,10,Prototyping,IoT,high
5000000,4,30,9,8,Agile,Mobile App,medium
1000000,6,23,5,7,Agile,Web Development,low
3000000,6,22,8,4,Spiral,IoT,high
3000000,6,5,9,20,Spiral,IoT,medium
3000000,4,19,6,10,Waterfall,Enterprise Software,medium
2000000,6,46,5,17,Agile,Data Analytics,high
1000000,4,40,1,8,Waterfall,Data Analytics,medium
4000000,6,11,8,19,Prototyping,Enterprise Software,low
1000000,4,7,2,5,Agile,IoT,low
5000000,4,37,8,2,V-Model,IoT,high
1000000,6,25,3,19,Prototyping,IoT,medium
5000000,4,39,1,5,Agile,Cloud Migration,medium
4000000,4,9,8,15,Iterative,Data Analytics,low
1000000,6,5,8,17,Waterfall,IoT,medium
5000000,6,37,6,1,Spiral,Blockchain,high
2000000,6,11,1,16,Spiral,Enterprise Software,low
3000000,6,20,10,3,Waterfall,IoT,medium
2000000,4,37,1,14,Iterative,Mobile App,medium
5000000,6,12,8,2,Waterfall,Data Analytics,low
5000000,6,33,1,3,Spiral,Blockchain,medium
2000000,4,44,1,9,Spiral,Data Analytics,high
5000000,4,40,4,16,Agile,Data Analytics,high
4000000,6,25,7,13,Agile,Cybersecurity,medium
4000000,6,49,6,19,Agile,DevOps,high
3000000,6,19,4,20,Spiral,Blockchain,medium
3000000,4,10,7,10,Agile,Cloud Migration,low
4000000,4,28,7,12,Agile,Data Analytics,medium
2000000,4,21,8,18,Agile,Blockchain,low
2000000,6,23,5,5,Agile,Blockchain,medium
1000000,4,48,6,4,Iterative,Mobile App,high
4000000,4,36,8,1,Iterative,DevOps,high
1000000,4,29,7,5,Agile,IoT,low
3000000,6,24,3,14,Waterfall,Web Development,medium
1000000,6,12,5,10,Waterfall,Cloud Migration,medium
2000000,4,13,6,19,Waterfall,Enterprise Software,medium
3000000,4,44,4,6,Agile,Web Development,medium
4000000,6,36,7,4,Waterfall,AI/ML,high
2000000,4,39,1,18,Waterfall,IoT,high
5000000,4,30,6,8,Iterative,IoT,high
1000000,4,22,3,8,Iterative,DevOps,low
1000000,6,26,6,11,Agile,Cloud Migration,low
4000000,6,5,4,4,Waterfall,Mobile App,low
1000000,6,21,5,6,Waterfall,IoT,medium
3000000,6,32,8,20,V-Model,Mobile App,high
4000000,4,12,1,19,Iterative,AI/ML,low
3000000,4,49,9,9,Iterative,Web Development,high
4000000,6,49,4,5,Agile,Blockchain,high
2000000,4,16,8,16,Spiral,Web Development,high
5000000,6,25,5,11,Waterfall,Web Development,medium
5000000,6,30,10,8,Iterative,AI/ML,high
5000000,6,33,7,8,Iterative,AI/ML,medium
4000000,4,19,3,8,Agile,AI/ML,low
5000000,6,8,10,9,Prototyping,Mobile App,low
5000000,6,12,5,19,Waterfall,Data Analytics,low
5000000,4,5,9,7,Agile,Data Analytics,low
4000000,6,5,7,16,Agile,Enterprise Software,low
5000000,6,14,9,20,Agile,DevOps,low
1000000,4,21,3,10,Agile,Data Analytics,low
3000000,4,21,1,17,Agile,AI/ML,low
1000000,4,18,2,11,Iterative,Enterprise Software,low
5000000,4,7,5,20,Iterative,DevOps,low
5000000,6,29,5,14,Spiral,Blockchain,medium
2000000,6,34,6,3,Waterfall,Cybersecurity,high
2000000,4,43,6,20,Agile,Cybersecurity,high
4000000,4,18,5,20,Waterfall,Cybersecurity,medium
5000000,6,49,8,3,V-Model,AI/ML,high
3000000,4,18,1,18,Agile,Mobile App,low
2000000,6,16,3,5,Spiral,Data Analytics,low
2000000,6,29,10,2,Waterfall,Web Development,high
4000000,4,20,6,5,Waterfall,Enterprise Software,medium
4000000,6,39,6,8,Agile,Mobile App,medium
5000000,4,7,8,17,Iterative,Cybersecurity,low
1000000,6,25,8,18,Agile,IoT,medium
5000000,6,7,6,11,Agile,Data Analytics,low
5000000,6,9,1,12,Iterative,Enterprise Software,low
5000000,4,35,9,17,Spiral,Cloud Migration,high
2000000,6,16,3,20,Agile,Enterprise Software,low
2000000,4,8,8,15,Agile,IoT,low
2000000,6,20,2,19,Iterative,Cloud Migration,low
3000000,6,5,4,1,Waterfall,Blockchain,low
3000000,4,36,9,1,V-Model,Web Development,high
2000000,6,42,4,5,Agile,AI/ML,medium
5000000,6,15,10,3,V-Model,Data Analytics,medium
3000000,4,21,2,5,Iterative,DevOps,low
1000000,6,20,2,20,Agile,DevOps,low
1000000,6,23,8,16,V-Model,Cloud Migration,high
3000000,6,15,1,20,Iterative,AI/ML,low
3000000,6,8,10,17,Agile,AI/ML,low
3000000,4,37,2,10,Agile,DevOps,medium
1000000,6,23,3,8,Prototyping,AI/ML,low
4000000,6,37,7,16,Iterative,Enterprise Software,high
4000000,6,15,1,4,Iterative,Mobile App,low
1000000,6,48,4,2,Agile,Data Analytics,medium
1000000,4,18,5,16,Iterative,AI/ML,low
5000000,4,27,6,1,V-Model,Data Analytics,high
3000000,4,23,6,6,Agile,Data Analytics,medium
5000000,6,38,6,3,Agile,IoT,high
5000000,4,41,6,5,Waterfall,Data Analytics,high
5000000,6,47,9,12,Agile,DevOps,high
2000000,6,24,7,17,Agile,Data Analytics,medium
5000000,6,25,3,14,Waterfall,Data Analytics,high
3000000,6,7,6,11,Waterfall,DevOps,low
5000000,4,10,2,10,Agile,Cybersecurity,low
1000000,4,10,7,10,Spiral,Mobile App,low
5000000,4,35,8,14,Agile,Enterprise Software,medium
2000000,4,38,1,13,Iterative,Mobile App,medium
1000000,4,5,9,14,Agile,Blockchain,low
5000000,4,7,9,13,Agile,Mobile App,low
4000000,6,27,7,13,Agile,Blockchain,medium
3000000,4,24,2,7,Waterfall,Web Development,medium
4000000,4,29,10,1,Agile,Cybersecurity,high
1000000,4,17,2,19,Agile,Web Development,low
2000000,6,38,10,16,Spiral,Web Development,high
1000000,4,8,6,17,Waterfall,Blockchain,medium
5000000,4,9,2,13,Waterfall,Enterprise Software,low
5000000,4,16,9,6,Iterative,DevOps,medium
2000000,4,7,5,8,Iterative,DevOps,low
4000000,4,27,2,3,Iterative,Blockchain,medium
5000000,6,9,5,10,Agile,Data Analytics,low
3000000,6,41,6,8,Agile,Cloud Migration,medium
5000000,6,13,8,20,Agile,Blockchain,low
5000000,6,25,5,12,Agile,IoT,medium
4000000,6,31,6,19,V-Model,Mobile App,high
3000000,6,23,3,9,Agile,Data Analytics,medium
1000000,6,33,7,6,Agile,Blockchain,medium
5000000,4,17,5,9,Agile,Blockchain,low
1000000,4,45,10,17,Waterfall,Blockchain,high
3000000,6,49,3,1,Agile,Mobile App,medium
1000000,6,14,4,9,Agile,IoT,low
4000000,4,36,9,15,Spiral,DevOps,high
3000000,6,37,3,17,Iterative,Data Analytics,medium
2000000,6,16,6,5,Spiral,DevOps,medium
5000000,6,16,8,7,Agile,DevOps,low
3000000,4,19,1,20,V-Model,Cloud Migration,low
5000000,4,11,3,16,Spiral,Data Analytics,low
4000000,4,44,2,5,Waterfall,Enterprise Software,high
2000000,4,45,5,15,Spiral,Enterprise Software,high
1000000,4,31,9,11,Agile,Blockchain,medium
5000000,4,15,9,5,Waterfall,Cybersecurity,low
5000000,4,42,8,18,Agile,AI/ML,high
1000000,6,26,3,1,Iterative,DevOps,low
5000000,6,49,1,1,Agile,Enterprise Software,high
2000000,4,44,9,3,Iterative,Enterprise Software,high
1000000,6,48,4,19,Spiral,Enterprise Software,high
4000000,6,39,1,4,Iterative,IoT,medium
2000000,6,28,8,9,Waterfall,Enterprise Software,high
1000000,4,26,8,10,Waterfall,Data Analytics,high
3000000,6,25,10,8,Iterative,IoT,medium
1000000,4,31,2,2,Iterative,Cybersecurity,low
2000000,6,35,1,3,Agile,AI/ML,medium
3000000,6,22,2,6,Agile,Web Development,low
1000000,4,11,3,8,V-Model,AI/ML,low
1000000,6,22,1,6,Agile,IoT,medium
2000000,4,49,8,1,Waterfall,Data Analytics,high
3000000,4,29,3,10,Agile,Blockchain,low
1000000,4,45,4,15,Waterfall,Mobile App,high
2000000,6,19,4,20,Iterative,Cybersecurity,low
4000000,6,26,3,20,V-Model,DevOps,medium
1000000,4,46,4,3,Waterfall,Mobile App,high
5000000,6,43,5,11,Waterfall,DevOps,high
3000000,6,23,2,1,Agile,Web Development,medium
5000000,4,26,4,16,Agile,Cloud Migration,medium
1000000,4,40,10,7,Waterfall,AI/ML,high
1000000,4,48,8,15,Spiral,Enterprise Software,high
2000000,6,40,10,14,Agile,Blockchain,high
4000000,6,38,8,13,Agile,Cybersecurity,high
3000000,6,42,6,14,Agile,IoT,high
4000000,6,44,6,4,Spiral,AI/ML,high
1000000,4,37,1,14,Waterfall,Web Development,medium
5000000,6,22,9,19,V-Model,Cybersecurity,medium
4000000,6,8,2,16,Agile,Mobile App,low
2000000,6,39,2,11,Iterative,Web Development,high
5000000,6,33,1,20,Agile,Blockchain,low
1000000,6,49,8,9,Agile,Cloud Migration,high
3000000,4,39,8,19,Iterative,DevOps,high
4000000,4,22,9,19,Prototyping,Blockchain,medium
5000000,4,46,5,11,Spiral,Mobile App,high
5000000,4,23,3,8,Waterfall,Cloud Migration,low
1000000,4,37,7,9,Waterfall,Mobile App,high
1000000,4,24,3,12,Iterative,Mobile App,low
1000000,6,5,6,8,Agile,Web Development,low
2000000,6,43,3,17,Iterative,Data Analytics,high
4000000,4,39,1,7,Waterfall,Mobile App,high
1000000,4,30,10,15,Agile,Cloud Migration,high
3000000,4,27,6,16,Iterative,Data Analytics,medium
4000000,4,17,8,7,Agile,Enterprise Software,medium
4000000,4,22,1,7,Waterfall,Blockchain,medium
3000000,6,22,8,13,Spiral,AI/ML,medium
2000000,4,6,8,2,Agile,Mobile App,low
4000000,6,31,3,13,Waterfall,DevOps,medium
1000000,6,17,9,7,V-Model,Enterprise Software,medium
5000000,4,19,6,17,Iterative,Data Analytics,low
4000000,6,6,2,10,Agile,AI/ML,low
5000000,6,13,8,11,Agile,Blockchain,low
2000000,6,44,2,15,Agile,Data Analytics,medium
5000000,6,23,10,17,Prototyping,Web Development,high
1000000,4,10,4,10,Waterfall,IoT,low
1000000,4,45,9,8,Waterfall,Web Development,high
4000000,6,12,3,11,Agile,Web Development,low
1000000,4,6,9,12,Spiral,DevOps,medium
1000000,6,19,4,1,Waterfall,Cloud Migration,low
1000000,6,15,6,3,Spiral,Cloud Migration,medium
1000000,6,8,1,2,Agile,Cybersecurity,low
5000000,4,36,9,7,Agile,Cloud Migration,high
3000000,6,46,10,19,Waterfall,Cloud Migration,high
5000000,4,20,8,5,Spiral,IoT,medium
1000000,6,20,10,12,Iterative,Data Analytics,low
5000000,4,23,10,15,Iterative,Mobile App,medium
2000000,6,32,4,12,Iterative,Cloud Migration,medium
2000000,6,38,5,6,V-Model,Cloud Migration,high
5000000,4,10,3,17,Agile,AI/ML,low
5000000,6,28,7,13,Iterative,Blockchain,medium
3000000,4,20,5,14,V-Model,AI/ML,medium
2000000,4,12,5,19,Agile,Data Analytics,low
5000000,4,27,8,6,Agile,AI/ML,high
4000000,4,39,7,6,V-Model,Cybersecurity,high
1000000,6,40,1,17,Agile,IoT,medium
2000000,6,22,6,15,Agile,Data Analytics,low
3000000,6,30,8,3,Agile,Mobile App,high
1000000,4,9,4,13,Agile,Enterprise Software,low
5000000,4,24,6,9,Agile,Data Analytics,low
2000000,6,34,7,7,Waterfall,Web Development,high
4000000,4,36,7,18,Agile,Cloud Migration,high
1000000,6,19,2,14,Agile,Mobile App,low
5000000,4,46,1,20,Spiral,AI/ML,medium
4000000,6,16,8,19,Agile,Mobile App,low
5000000,6,30,7,20,Waterfall,Data Analytics,high
5000000,6,37,6,5,Prototyping,Blockchain,medium
3000000,6,40,3,20,V-Model,Enterprise Software,high
5000000,4,49,10,10,Waterfall,DevOps,high
3000000,4,32,4,16,Waterfall,Blockchain,high
3000000,6,5,3,10,Prototyping,Enterprise Software,low
4000000,4,23,7,18,Agile,DevOps,medium
1000000,6,11,6,12,Agile,Data Analytics,low
3000000,4,44,4,3,Agile,DevOps,high
3000000,4,22,2,6,Waterfall,Cybersecurity,medium
4000000,6,32,5,15,Waterfall,Blockchain,high
5000000,6,21,3,19,V-Model,Blockchain,low
4000000,6,36,9,16,V-Model,IoT,high
3000000,6,41,8,13,Waterfall,Blockchain,high
5000000,6,41,10,11,Agile,DevOps,high
1000000,6,49,10,13,Agile,Mobile App,high
4000000,6,15,3,7,Agile,Data Analytics,low
5000000,4,30,10,11,Prototyping,Blockchain,medium
1000000,4,8,8,15,Waterfall,Mobile App,medium
3000000,6,21,2,8,Waterfall,Mobile App,low
5000000,6,17,3,15,Agile,Mobile App,low
3000000,6,30,7,17,Spiral,DevOps,high
3000000,6,23,5,5,Agile,Web Development,low
4000000,4,40,8,10,Agile,Cloud Migration,high
1000000,6,24,2,5,Prototyping,Web Development,low
1000000,6,38,10,9,Agile,Data Analytics,high
5000000,6,12,1,13,Iterative,AI/ML,low
3000000,4,36,10,20,Spiral,Blockchain,high
4000000,4,48,6,6,Iterative,Mobile App,high
3000000,6,22,5,2,V-Model,Blockchain,medium
1000000,4,37,6,1,Agile,Mobile App,high
4000000,4,31,3,10,Spiral,Cybersecurity,medium
4000000,4,33,8,2,Waterfall,DevOps,high
5000000,6,22,5,14,Spiral,Cybersecurity,medium
2000000,6,14,10,8,Waterfall,Blockchain,medium
5000000,4,38,2,9,Spiral,AI/ML,high
1000000,6,20,6,6,Waterfall,Data Analytics,medium
2000000,6,11,1,12,Waterfall,Cloud Migration,low
4000000,6,12,5,6,Agile,DevOps,low
3000000,6,33,3,15,Agile,IoT,medium
2000000,4,7,6,1,Waterfall,Enterprise Software,low
2000000,6,27,2,8,Spiral,Web Development,medium
1000000,4,10,1,10,Waterfall,Cybersecurity,low
2000000,4,39,6,14,Agile,Data Analytics,high
4000000,4,26,1,18,Agile,AI/ML,medium
4000000,6,45,1,19,V-Model,DevOps,high
5000000,6,13,3,3,Spiral,Blockchain,low
4000000,4,22,5,20,Agile,Cloud Migration,low
3000000,6,8,9,11,Spiral,Enterprise Software,medium
1000000,6,49,5,12,Waterfall,Data Analytics,medium
1000000,4,11,7,19,Waterfall,DevOps,medium
1000000,6,36,2,16,Iterative,Enterprise Software,medium
5000000,6,11,4,17,Agile,DevOps,low
2000000,6,41,4,5,Agile,IoT,medium
5000000,6,7,7,19,Agile,Cloud Migration,low
2000000,4,15,2,13,Waterfall,IoT,medium
1000000,4,36,6,10,V-Model,Enterprise Software,high
1000000,6,39,7,15,Waterfall,AI/ML,high
2000000,6,23,7,9,Waterfall,Blockchain,medium
4000000,4,31,6,18,Iterative,Mobile App,medium
4000000,6,7,6,5,Agile,Mobile App,low
4000000,4,11,10,13,V-Model,DevOps,medium
2000000,6,6,4,10,Agile,Mobile App,low
2000000,6,37,2,2,Waterfall,AI/ML,medium
5000000,6,23,6,8,Spiral,Mobile App,medium
1000000,4,13,5,12,Iterative,Cloud Migration,low
1000000,4,46,6,11,Waterfall,Data Analytics,high
1000000,4,29,4,3,Waterfall,Cybersecurity,high
4000000,4,23,6,7,Agile,Cybersecurity,medium
5000000,6,37,2,4,Agile,Mobile App,medium
5000000,6,21,9,17,Agile,Cybersecurity,medium
3000000,6,6,8,12,Agile,AI/ML,medium
3000000,6,37,4,4,Agile,Cybersecurity,medium
3000000,4,14,7,17,Agile,Cloud Migration,low
2000000,4,43,10,6,Waterfall,IoT,high
5000000,6,49,7,13,Spiral,Cybersecurity,high
1000000,4,20,9,16,Agile,Web Development,medium
4000000,4,26,2,10,Iterative,AI/ML,low
2000000,4,30,3,5,Agile,Enterprise Software,medium
5000000,4,35,6,8,Iterative,Blockchain,medium
5000000,6,26,6,9,Spiral,IoT,medium
4000000,6,45,8,6,V-Model,IoT,high
2000000,6,29,4,4,Agile,Blockchain,medium
3000000,6,41,5,6,Waterfall,AI/ML,high
4000000,6,40,6,14,Agile,Enterprise Software,high
1000000,6,36,5,4,Agile,AI/ML,medium
3000000,6,26,10,4,Iterative,Data Analytics,medium
4000000,4,21,10,12,Prototyping,Data Analytics,medium
1000000,4,8,9,9,Agile,Data Analytics,low
5000000,6,15,9,6,Agile,IoT,low
2000000,6,19,6,7,Agile,Cloud Migration,medium
5000000,4,10,9,5,Iterative,AI/ML,low
3000000,4,24,3,14,Agile,Mobile App,low
5000000,6,48,9,2,Agile,Blockchain,high
3000000,4,41,6,17,Agile,Mobile App,high
2000000,6,14,2,15,Agile,Enterprise Software,low
1000000,4,19,8,15,Iterative,Cybersecurity,medium
2000000,6,13,2,18,Iterative,Cybersecurity,low
2000000,6,44,7,6,Agile,Enterprise Software,high
3000000,4,7,8,6,Iterative,Enterprise Software,low
1000000,6,5,8,1,Agile,Blockchain,low
3000000,4,16,10,7,Agile,Data Analytics,medium
2000000,4,21,1,20,V-Model,DevOps,medium
2000000,6,26,7,6,Waterfall,Web Development,high
4000000,4,27,9,10,Agile,DevOps,medium
1000000,4,13,6,7,Agile,Web Development,low
2000000,4,39,7,14,Agile,Cloud Migration,high
4000000,6,31,7,8,Iterative,DevOps,medium
2000000,6,13,8,10,Agile,Cloud Migration,low
2000000,4,40,6,15,Agile,Mobile App,medium
4000000,6,39,10,5,V-Model,Enterprise Software,high
4000000,4,11,5,6,Waterfall,Mobile App,low
3000000,4,11,7,17,Iterative,Data Analytics,low
2000000,4,20,2,1,Iterative,AI/ML,low
2000000,4,44,6,7,Iterative,Mobile App,high
4000000,4,35,5,18,Agile,Cybersecurity,medium
2000000,4,8,7,13,Iterative,Mobile App,low
1000000,6,46,1,7,Agile,Blockchain,medium
5000000,6,19,8,9,Agile,Web Development,low
2000000,4,23,6,15,V-Model,Cloud Migration,high
3000000,6,49,3,10,Iterative,IoT,medium
2000000,6,46,6,13,Agile,Cybersecurity,high
5000000,6,25,10,10,V-Model,AI/ML,medium
5000000,6,21,9,20,V-Model,Cloud Migration,high
2000000,4,10,8,8,Iterative,Data Analytics,low
1000000,6,8,9,10,Agile,Enterprise Software,low
1000000,6,22,10,1,Waterfall,Mobile App,medium
2000000,6,15,3,8,Spiral,DevOps,medium
1000000,4,49,4,10,Agile,Cybersecurity,high
5000000,4,36,4,19,Waterfall,Enterprise Software,high
3000000,6,28,4,6,Agile,AI/ML,medium
5000000,6,49,6,1,V-Model,Cloud Migration,high
3000000,4,37,8,7,Spiral,IoT,high
5000000,4,30,5,14,Waterfall,Blockchain,high
1000000,6,6,8,13,Spiral,Web Development,low
2000000,4,32,2,19,Agile,Blockchain,low
4000000,6,15,4,6,Agile,Cybersecurity,low
2000000,4,30,8,13,Spiral,AI/ML,high
1000000,4,48,2,14,Agile,IoT,high
5000000,4,21,4,11,Waterfall,Web Development,medium
1000000,6,41,9,18,Iterative,Cybersecurity,high
3000000,6,31,6,2,Iterative,Enterprise Software,medium
3000000,4,23,4,7,Iterative,Cybersecurity,low
5000000,6,34,3,18,Spiral,Blockchain,medium
3000000,4,5,10,1,Agile,Cloud Migration,low
2000000,6,17,9,15,Prototyping,DevOps,low
1000000,4,22,9,3,Prototyping,Mobile App,low
4000000,6,24,8,11,Waterfall,Mobile App,high
3000000,6,26,8,10,Waterfall,Mobile App,high
1000000,4,46,6,12,Agile,Enterprise Software,high
3000000,6,49,5,4,V-Model,DevOps,high
5000000,4,40,1,5,Waterfall,Cloud Migration,high
5000000,4,7,9,8,Agile,Cybersecurity,low
1000000,4,27,6,10,Agile,Data Analytics,medium
1000000,6,33,6,17,Agile,Data Analytics,medium
3000000,6,12,4,6,Iterative,Cloud Migration,low
1000000,6,27,9,2,Waterfall,AI/ML,high
1000000,4,49,7,18,Waterfall,Cloud Migration,high
2000000,4,29,4,12,Agile,Data Analytics,medium
3000000,6,22,2,17,Prototyping,Cloud Migration,low
4000000,4,39,7,9,Agile,DevOps,high
2000000,4,21,2,4,Prototyping,Cloud Migration,low
4000000,6,48,7,15,Agile,Data Analytics,high
4000000,4,41,9,3,Agile,Cybersecurity,high
4000000,6,40,1,16,Spiral,IoT,high
3000000,6,49,5,6,Waterfall,Blockchain,high
4000000,6,12,6,18,Agile,Data Analytics,low
2000000,6,42,7,9,Iterative,Mobile App,medium
5000000,4,28,4,12,Agile,DevOps,low
4000000,6,11,5,19,Iterative,IoT,low
5000000,4,6,1,11,Agile,Mobile App,low
2000000,4,12,3,13,Agile,Web Development,low
5000000,6,6,10,18,Iterative,Cybersecurity,low
2000000,4,29,4,13,Waterfall,AI/ML,medium
5000000,4,28,1,8,Agile,Mobile App,low
3000000,6,21,5,19,Agile,IoT,low
3000000,6,14,4,13,V-Model,Cloud Migration,low
4000000,4,21,5,14,Agile,Mobile App,low
4000000,4,29,6,2,Iterative,Mobile App,medium
1000000,6,28,1,12,Prototyping,Web Development,low
1000000,6,21,5,18,Iterative,AI/ML,low
4000000,4,29,2,10,Waterfall,Mobile App,high
1000000,6,21,6,5,Agile,IoT,low
4000000,6,46,3,16,Prototyping,Mobile App,high
4000000,4,16,9,15,Spiral,Mobile App,medium
5000000,6,29,9,18,Agile,Enterprise Software,high
3000000,6,13,1,11,Spiral,Enterprise Software,low
5000000,6,18,7,10,Waterfall,Data Analytics,medium
4000000,4,5,6,19,V-Model,AI/ML,low
5000000,4,49,8,5,Waterfall,Cybersecurity,high
3000000,6,35,8,13,Spiral,Blockchain,high
1000000,6,19,1,10,Agile,Enterprise Software,low
5000000,4,32,6,8,Iterative,IoT,medium
4000000,6,26,2,8,Spiral,IoT,medium
2000000,6,31,7,11,Agile,AI/ML,high
4000000,6,24,8,20,Agile,Enterprise Software,high
4000000,4,37,5,12,Waterfall,DevOps,high
2000000,6,31,9,6,Prototyping,Cloud Migration,high
2000000,6,46,5,8,Iterative,Cloud Migration,medium
3000000,6,38,6,4,Spiral,AI/ML,high
4000000,6,8,4,17,Agile,AI/ML,low
4000000,4,20,9,11,Prototyping,Cloud Migration,high
5000000,4,26,10,10,Spiral,Mobile App,high
3000000,4,37,2,15,Agile,Data Analytics,medium
2000000,6,20,10,2,Agile,AI/ML,medium
5000000,4,7,10,20,V-Model,Mobile App,medium
3000000,6,23,4,20,Spiral,Cybersecurity,medium
2000000,4,15,9,10,Spiral,IoT,medium
5000000,4,19,1,2,Iterative,IoT,low
5000000,6,34,7,1,Waterfall,AI/ML,high
5000000,6,35,9,4,Prototyping,Cloud Migration,high
2000000,4,46,7,5,Agile,AI/ML,high
2000000,4,35,6,5,Iterative,Enterprise Software,medium
2000000,4,45,6,4,V-Model,Web Development,high
5000000,6,45,2,7,Agile,DevOps,high
5000000,6,26,10,2,V-Model,Cybersecurity,high
2000000,6,8,8,7,Spiral,AI/ML,low
5000000,6,6,4,16,Prototyping,Mobile App,low
5000000,6,17,1,7,Agile,DevOps,low
3000000,6,18,1,8,Iterative,Web Development,low
5000000,4,8,3,4,Agile,Cloud Migration,low
